45.6188,0.803039,0.0463845,8.00947,
45.8003,0.814065,0.0468246,6.53995,
45.8184,0.786064,0.0507604,7.74068,
45.1382,0.778368,0.0522454,7.33548,
44.7783,0.794806,0.048689,8.08578,
46.1606,0.796885,0.0505695,10.5578,
44.8687,0.770016,0.0516594,8.71291,
44.8915,0.784414,0.0508148,7.5999,
45.7014,0.771121,0.0494957,8.05893,
45.8847,0.803685,0.0475956,7.92463,
45.7064,0.811853,0.0493277,9.33085,
45.8034,0.792214,0.0497837,10.4038,
44.9118,0.812681,0.0479049,8.42488,
45.2992,0.787645,0.0489739,7.84103,
46.1684,0.830224,0.0460696,11.0796,
45.4792,0.760876,0.0503117,6.91463,
45.5945,0.802556,0.0496055,8.54124,
45.0204,0.814052,0.0458674,11.6265,
